"","Estadillo","calidad","calidad_sd","conte_invasora","riquesa_total","riquesa_invasores","provincia"
"1911",1911,2.34718826405868,0.725412773812917,"No",16,0,46
"1912",1912,2.36754966887417,0.799089986481439,"No",15,0,46
"1913",1913,2.4873417721519,0.934267163939003,"No",14,0,46
"1914",1914,2.38520408163265,0.754922776277061,"No",15,0,46
"1915",1915,2.28181818181818,0.66796180726162,"No",13,0,46
"1916",1916,2.20940170940171,0.527115872136298,"No",15,0,46
"1917",1917,2.31836734693878,0.681029075890374,"No",19,0,44
"1918",1918,2.32423208191126,0.802816003200374,"No",20,0,44
"1919",1919,2.37800687285223,0.899078539751815,"No",16,0,46
"1920",1920,2.21787709497207,0.552573775679889,"No",17,0,46
"1921",1921,2.30923694779116,0.821065287127723,"No",20,0,46
"1922",1922,2.34415584415584,0.897915574841133,"No",12,0,46
"1923",1923,2.53333333333333,1.19762199419514,"No",17,0,46
"1924",1924,2.45774647887324,0.789715155845902,"No",17,0,46
"1925",1925,2.32110091743119,0.707723395045593,"No",13,0,46
"1926",1926,2.125,0.47241733419914,"No",17,0,46
"1927",1927,2.19574468085106,0.527029024488414,"No",16,0,44
"1928",1928,2.26168224299065,0.500449536848656,"No",12,0,46
"1929",1929,2.25806451612903,0.600309625368139,"No",16,0,44
"1930",1930,2.48672566371681,0.985359893622969,"No",17,0,46
"1931",1931,2.23381294964029,0.618026900777312,"No",19,0,46
"1932",1932,2.21076233183856,0.489042871071534,"No",14,0,46
"1933",1933,2.40853658536585,1.00192467780916,"No",10,0,44
"1934",1934,2.28453038674033,0.801130382432102,"No",16,0,44
"1935",1935,2.35824742268041,0.724619847313028,"No",13,0,46
"1936",1936,2.49253731343284,0.942117057039247,"No",15,0,42
"1937",1937,2.34389140271493,0.780047356935535,"No",9,0,46
"1938",1938,2.44250871080139,0.846220295939255,"No",15,0,46
"1939",1939,2.27669902912621,0.762627535403194,"No",13,0,44
"1940",1940,2.25714285714286,0.614886166245295,"No",12,0,46
"1941",1941,2.27906976744186,0.69894715950703,"No",24,0,42
"1942",1942,2.41626794258373,0.73636545390707,"No",12,0,42
"1943",1943,2.19521912350598,0.65554332564128,"No",17,0,44
"1944",1944,2.25378787878788,0.658365911529967,"No",17,0,44
"1945",1945,2.41608391608392,0.857343948229041,"No",20,0,44
"1946",1946,2.39622641509434,0.883543547131709,"No",13,0,44
"1947",1947,2.35534591194969,0.819413331624017,"No",16,0,46
"1948",1948,2.52027027027027,1.10756777101193,"No",15,0,44
"1949",1949,2.79166666666667,1.24016352905597,"No",17,0,46
"1950",1950,2.21238938053097,0.602975251876571,"No",13,0,44
"1951",1951,2.45901639344262,0.922897827351717,"No",16,0,44
"1952",1952,2.41304347826087,0.954164572223364,"No",17,0,44
"1953",1953,2.18620689655172,0.539884335562202,"No",14,0,44
"1954",1954,2.14186851211073,0.460914666584961,"No",16,0,44
"1955",1955,2.31832797427653,0.689753416777946,"No",18,0,44
"1956",1956,2.48611111111111,0.951698361658477,"No",13,0,46
"1957",1957,2.28832116788321,0.721776978272005,"No",15,0,44
"1958",1958,2.28823529411765,0.609959114878922,"No",12,0,42
"1959",1959,2.36825396825397,0.843262053402574,"No",15,0,44
"1960",1960,2.31034482758621,0.725703636497075,"No",15,0,44
"1961",1961,2.29428571428571,0.695232581372745,"No",16,0,44
"1962",1962,2.42056074766355,0.746291454178218,"No",16,0,46
"1963",1963,2.42715231788079,0.842984239798958,"No",19,0,46
"1964",1964,2.20512820512821,0.550777593741541,"No",14,0,44
"1965",1965,2.42616033755274,1.02087907845494,"No",13,0,44
"1966",1966,2.47777777777778,1.09572840269125,"No",9,0,44
"1967",1967,2.30769230769231,0.789371030065471,"No",19,0,44
"1968",1968,2.25913621262458,0.756719620941342,"No",17,0,44
"1969",1969,2.27888446215139,0.699937390484041,"No",14,0,46
"1970",1970,2.42396313364055,0.716845558115648,"No",13,0,44
"1971",1971,2.17788461538462,0.493524587050169,"No",17,0,44
"1972",1972,2.45,0.806018332198136,"No",17,0,44
"1973",1973,2.1469387755102,0.482098401975177,"No",14,0,39
"1974",1974,2.42675159235669,0.88581283587775,"No",10,0,39
"1975",1975,2.27547169811321,0.809251819719113,"No",13,0,44
"1976",1976,2.52767527675277,1.06378505804501,"No",18,0,44
"1977",1977,2.51383399209486,0.774600719028402,"No",16,0,44
"1978",1978,2.36882129277567,0.685800180656991,"No",14,0,44
"1979",1979,2.64649681528662,1.18262331793788,"No",15,0,44
"1980",1980,2.21107266435986,0.589622547206074,"No",19,0,44
"1981",1981,2.42292490118577,0.695070612985616,"No",13,0,44
"1982",1982,2.52117263843648,1.12693171532866,"No",16,0,46
"1983",1983,2.25333333333333,0.727520250086356,"No",19,0,44
"1984",1984,2.31672597864769,0.662277962523386,"No",15,0,44
"1985",1985,2.31438127090301,0.661623386188396,"No",16,0,44
"1986",1986,2.64536741214058,1.11751180620678,"No",14,0,44
"1987",1987,2.33214285714286,0.752798159618117,"No",20,0,44
"1988",1988,2.36363636363636,0.663425231427034,"No",14,0,44
"1989",1989,2.63451776649746,0.75486611594313,"No",17,0,44
"1990",1990,2.31666666666667,0.63839008407191,"No",7,0,46
"1991",1991,2.40392156862745,0.644162394644934,"No",17,0,44
"1992",1992,2.57530120481928,1.08980093234662,"No",14,0,46
"1993",1993,2.23106060606061,0.561452837813297,"No",14,0,46
"1994",1994,2.55839416058394,1.0405086341279,"No",16,0,44
"1995",1995,2.61212121212121,0.977484388593401,"No",18,0,44
"1996",1996,2.41450777202073,0.838026508127695,"No",14,0,44
"1997",1997,2.63606557377049,1.03333147782033,"No",11,0,44
"1998",1998,2.60700389105058,0.822789161262501,"No",15,0,42
"1999",1999,2.32748538011696,0.674899009338553,"No",20,0,44
"2000",2000,2.27898550724638,0.583151675083621,"No",21,0,48
"2001",2001,2.31197771587744,0.636546407664806,"No",20,0,49
"2002",2002,2.30606060606061,0.638405781305664,"No",20,0,49
"2003",2003,2.31604938271605,0.647817506947587,"No",23,0,50
"2004",2004,2.43699731903485,0.64709740046744,"No",25,0,49
"2005",2005,2.39439655172414,0.811400185736711,"No",27,0,50
"2006",2006,2.31834532374101,0.713641691831717,"No",27,0,49
"2007",2007,2.218,0.58921162639697,"No",26,0,49
"2008",2008,2.25192802056555,0.624481339400319,"No",22,0,49
"2009",2009,2.3710843373494,0.713657335411708,"No",25,0,49
"2010",2010,2.52894211576846,0.861197235621849,"No",24,0,49
"2011",2011,2.36272040302267,0.741565811945441,"No",16,0,49
"2012",2012,2.33546325878594,0.683543646092702,"No",23,0,49
"2013",2013,2.328,0.698845495612562,"No",22,0,48
"2014",2014,2.38297872340426,0.772693704618854,"No",18,0,50
"2015",2015,2.19791666666667,0.540095326467906,"No",17,0,50
"2016",2016,2.46398305084746,0.761866787460419,"No",25,0,50
"2017",2017,2.46173469387755,0.928968325284286,"No",24,0,49
"2018",2018,2.47802197802198,0.786988148972444,"No",22,0,50
"2019",2019,2.43695652173913,0.911284543269933,"No",22,0,49
"2020",2020,2.32520325203252,0.685596395713602,"No",26,0,50
"2021",2021,2.69714285714286,1.16034915066679,"No",17,0,50
"2022",2022,2.47147147147147,0.812142375380383,"No",22,0,50
"2023",2023,2.49326145552561,0.765353042788034,"No",21,0,47
"2024",2024,2.32673267326733,0.657744151397133,"No",20,0,43
"2025",2025,2.3,0.708824104374456,"No",22,0,49
"2026",2026,2.17558886509636,0.498068615380271,"No",23,0,48
"2027",2027,2.33536585365854,0.679786250128745,"No",21,0,49
"2028",2028,2.46268656716418,0.988639078834213,"No",25,0,50
"2029",2029,2.35472972972973,0.647690495185644,"No",16,0,50
"2030",2030,2.60632183908046,0.714336700763515,"No",27,0,49
"2031",2031,2.3025641025641,0.785958776068938,"No",20,0,49
"2032",2032,2.50720461095101,0.726723561138579,"No",24,0,45
"2033",2033,2.48258706467662,0.85388668303422,"No",28,0,50
"2034",2034,2.61851851851852,0.951827448764137,"No",14,0,50
"2035",2035,2.6096256684492,0.907232405164253,"No",22,0,50
"2036",2036,2.46825396825397,0.880256545102854,"No",29,0,50
"2037",2037,2.35188866799205,0.750452328095423,"No",25,0,50
"2038",2038,2.53398058252427,0.795468505020079,"No",28,0,50
"2039",2039,2.38372093023256,0.820485829095781,"No",22,0,50
"2040",2040,2.27981651376147,0.71820049272085,"No",15,0,47
"2041",2041,2.31924882629108,0.652611155182701,"No",16,0,50
"2042",2042,2.34306569343066,0.723520757074564,"No",19,0,50
"2043",2043,2.25280898876404,0.589215738034163,"No",24,0,50
"2044",2044,2.34328358208955,0.691094740465088,"No",22,0,50
"2045",2045,2.39412997903564,0.727467640478879,"No",29,0,50
"2046",2046,2.33687943262411,0.74746654884318,"No",21,0,49
"2047",2047,2.49722222222222,0.883140165631162,"No",25,0,50
"2048",2048,2.57835820895522,0.837676646051805,"No",21,0,50
"2049",2049,2.17543859649123,0.50065553569971,"No",17,0,50
"2050",2050,2.37606837606838,0.771564226303524,"No",24,0,48
"2051",2051,2.40291262135922,0.724344118554038,"No",20,0,50
"2052",2052,2.39108910891089,0.679745830457981,"No",21,0,50
"2053",2053,2.29182879377432,0.603093718317419,"No",21,0,50
"2054",2054,2.45801526717557,0.765736987395566,"No",20,0,50
"2055",2055,2.57037037037037,0.880543886330247,"No",25,0,50
"2056",2056,2.36551724137931,0.710167693931436,"No",22,0,50
"2057",2057,2.38216560509554,0.771165930662868,"No",20,0,50
"2058",2058,2.27377521613833,0.750705553422178,"No",20,0,49
"2059",2059,2.54109589041096,0.791941477312691,"No",24,0,49
"2060",2060,2.37982195845697,0.778014087653829,"No",24,0,50
"2061",2061,2.30952380952381,0.627264908234995,"No",22,0,49
"2062",2062,2.45964912280702,0.80663176606749,"No",27,0,49
"2063",2063,2.3459595959596,0.623594186755927,"No",25,0,49
"2064",2064,2.34131736526946,0.7414979975416,"No",20,0,50
"2065",2065,2.39093484419263,0.822363195830344,"No",21,0,49
"2066",2066,2.36533957845433,0.720274833046393,"No",23,0,50
"2067",2067,2.26006191950464,0.620945979290909,"No",22,0,50
"2068",2068,2.47232472324723,0.792423463822297,"No",23,0,50
"2069",2069,2.35161290322581,0.730017939994098,"No",22,0,50
"2070",2070,2.38344226579521,0.727672249180336,"No",20,0,49
"2071",2071,2.39,0.879666248659172,"No",23,0,50
"2072",2072,2.26126126126126,0.52841108068333,"No",20,0,50
"2073",2073,2.37214611872146,0.659970498349733,"No",21,0,50
"2074",2074,2.3825,0.792315062266733,"No",23,0,50
"2075",2075,2.24066390041494,0.562885030356754,"No",18,0,48
"2076",2076,2.53593429158111,0.797528525358146,"No",23,0,49
"2077",2077,2.37423312883436,0.728208673140855,"No",16,0,50
"2078",2078,2.2620320855615,0.591088548264986,"No",25,0,49
"2079",2079,2.36224489795918,0.730345579992316,"No",22,0,50
"2080",2080,2.34328358208955,0.784727607139793,"No",28,0,46
"2081",2081,2.26779661016949,0.674723596208838,"No",15,0,49
"2082",2082,2.25847457627119,0.741571221088459,"No",12,0,50
"2083",2083,2.24289405684755,0.560273708684732,"No",16,0,50
"2084",2084,2.39890710382514,0.859690232267557,"No",24,0,49
"2085",2085,2.36054421768708,0.809040878503254,"No",17,0,49
"2086",2086,2.55227882037534,0.810267715951082,"No",21,0,50
"2087",2087,2.77272727272727,1.17352590573271,"No",27,0,50
"2088",2088,2.51274787535411,0.947773459220385,"No",22,0,49
"2089",2089,2.43131868131868,0.780765618162097,"No",20,0,50
"2090",2090,2.27631578947368,0.504251703429243,"No",14,0,50
"2091",2091,2.47277936962751,0.713159160733901,"No",23,0,50
"2092",2092,2.46078431372549,0.82983192405412,"No",27,0,50
"2093",2093,2.33720930232558,0.81378658388368,"No",21,0,50
"2094",2094,2.52351097178683,0.885902282669477,"No",22,0,49
"2095",2095,2.32668329177057,0.781352175363413,"No",22,0,50
"2096",2096,2.21305841924399,0.514581778651607,"No",16,0,50
"2097",2097,2.27450980392157,0.734983237645479,"No",19,0,49
"2098",2098,2.5171102661597,0.790383528031014,"No",24,0,47
"2099",2099,2.47384615384615,0.713683914169802,"No",21,0,50
"2100",2100,2.39808917197452,0.717732615281575,"No",21,0,49
"2101",2101,2.35980148883375,0.747847298842376,"No",23,0,49
"2102",2102,2.29756097560976,0.571741989135707,"No",21,0,49
"2103",2103,2.22362869198312,0.579112702816224,"No",20,0,50
"2104",2104,2.49305555555556,0.746620985411963,"No",19,0,50
"2105",2105,2.48873873873874,0.709407430355153,"No",16,0,50
"2106",2106,2.43478260869565,0.783346697576826,"No",22,0,50
"2107",2107,2.39230769230769,0.65755078311339,"No",19,0,50
"2108",2108,2.19714285714286,0.636513477050925,"No",14,0,49
"2109",2109,2.39325842696629,0.676423214633605,"No",23,0,50
"2110",2110,2.28846153846154,0.689933268450411,"No",16,0,49
"2111",2111,2.64930555555556,0.745672441914712,"No",19,0,50
"2112",2112,2.28486646884273,0.660656282182945,"No",16,0,49
"2113",2113,2.27240143369176,0.722947332428555,"No",15,0,49
"2114",2114,2.36503856041131,0.78347054435383,"No",15,0,49
"2115",2115,2.47887323943662,0.825535223518858,"No",20,0,50
"2116",2116,2.39297124600639,0.699506549384705,"No",24,0,49
"2117",2117,2.35064935064935,0.713138382233463,"No",22,0,50
"2118",2118,2.43010752688172,0.856111251451562,"No",20,0,49
"2119",2119,2.47004608294931,0.745527713730753,"No",14,0,49
"2120",2120,2.42231075697211,0.772619077582106,"No",14,0,49
"2121",2121,2.32081911262799,0.666834177219066,"No",12,0,49
"2122",2122,2.17829457364341,0.474232739378931,"No",14,0,50
"2123",2123,2.35654596100279,0.717619662790524,"No",18,0,49
"2124",2124,2.27906976744186,0.683054984496184,"No",13,0,49
"2125",2125,2.27106227106227,0.499784482748608,"No",13,0,49
"2126",2126,2.23875432525952,0.608179065933634,"No",17,0,50
"2127",2127,2.29203539823009,0.583954578586817,"No",15,0,50
"2128",2128,2.51452282157676,0.725141279695669,"No",14,0,50
"2129",2129,2.49854227405248,0.783135979500984,"No",16,0,49
"2130",2130,2.37634408602151,0.613610995613515,"No",14,0,46
"2131",2131,2.51461988304094,0.792291725433615,"No",13,0,50
"2132",2132,2.13846153846154,0.443813696240435,"No",11,0,49
"2133",2133,2.57021276595745,0.804876933210358,"No",11,0,50
"2134",2134,2.28095238095238,0.555200767703377,"No",16,0,50
"2135",2135,2.36492890995261,0.824911175401989,"No",21,0,49
"2136",2136,2.33216783216783,0.673935953914868,"No",14,0,50
"2137",2137,2.50438596491228,0.799216615438178,"No",16,0,50
"2138",2138,2.26934097421203,0.537880975446542,"No",20,0,50
"2139",2139,2.31428571428571,0.675111696791149,"No",10,0,50
"2140",2140,2.45959595959596,0.723698789169583,"No",15,0,50
"2141",2141,2.47133757961783,0.646097848766952,"No",10,0,50
"2142",2142,2.31065088757396,0.622004171474399,"No",14,0,50
"2143",2143,2.46067415730337,0.726349091312122,"No",20,0,50
"2144",2144,2.30215827338129,0.644426227875471,"No",14,0,50
"2145",2145,2.46502057613169,0.681674757330418,"No",20,0,41
"2146",2146,2.20353982300885,0.606033252265521,"No",16,0,49
"2147",2147,2.28709677419355,0.666945864910303,"No",20,0,49
"2148",2148,2.45394736842105,0.762001684215984,"No",14,0,39
"2149",2149,2.61931818181818,0.866831069987748,"No",15,0,49
"2150",2150,2.35323383084577,0.734576061446159,"No",23,0,50
"2151",2151,2.57142857142857,0.88213207434433,"No",17,0,49
"2152",2152,2.24610591900312,0.517076011091315,"No",23,0,50
"2153",2153,2.19465648854962,0.529123177990223,"No",14,0,49
"2154",2154,2.38909090909091,0.681794735274804,"No",15,0,50
"2155",2155,2.37113402061856,0.669321647777385,"No",18,0,50
"2156",2156,2.39912280701754,0.897082457967966,"No",17,0,50
"2157",2157,2.42452830188679,0.694570864922362,"No",22,0,49
"2158",2158,2.56331877729258,0.676458391146776,"No",16,0,49
"2159",2159,2.55511811023622,0.840497562163472,"No",19,0,49
"2160",2160,2.72625698324022,1.13074150916772,"No",22,0,49
"2161",2161,2.43986254295533,0.71846962477899,"No",16,0,49
"2162",2162,2.38244514106583,0.716695975976588,"No",19,0,50
"2163",2163,2.62116040955631,0.787202445330347,"No",18,0,50
"2164",2164,2.3695652173913,0.677708298273975,"No",15,0,50
"2165",2165,2.21559633027523,0.520841982622414,"No",21,0,50
"2166",2166,2.36968085106383,0.857304864797625,"No",16,0,50
"2167",2167,2.34628975265018,0.601604250825185,"No",21,0,50
"2168",2168,2.17180616740088,0.573375193660449,"No",12,0,47
"2169",2169,2.35331230283912,0.776288276094213,"No",20,0,50
"2170",2170,2.46031746031746,0.859714143957848,"No",19,0,50
"2171",2171,2.43668122270742,0.695637653111567,"No",16,0,45
"2172",2172,2.64141414141414,0.954658373106397,"No",14,0,50
"2173",2173,2.43478260869565,0.802213982664262,"No",13,0,49
"2174",2174,2.53086419753086,0.706428683271518,"No",14,0,49
"2175",2175,2.38225255972696,0.649519615189323,"No",13,0,49
"2176",2176,2.32967032967033,0.64376552470421,"No",19,0,50
"2177",2177,2.46586345381526,0.756583575744551,"No",20,0,49
"2178",2178,2.29411764705882,0.671187932530503,"No",14,0,49
"2179",2179,2.38666666666667,0.865340579005387,"No",16,0,49
"2180",2180,2.33695652173913,0.74263179051572,"No",16,0,49
"2181",2181,2.30042918454936,0.605185769005402,"No",14,0,49
"2182",2182,2.42553191489362,0.863967427807355,"No",23,0,49
"2183",2183,2.41125541125541,0.869609447397623,"No",20,0,50
"2184",2184,2.22073578595318,0.553910558183129,"No",17,0,46
"2185",2185,2.35984848484848,0.600425685303219,"No",16,0,50
"2186",2186,2.31914893617021,0.803188919478182,"No",20,0,49
"2187",2187,2.26984126984127,0.490538648997284,"No",15,0,50
"2188",2188,2.24719101123596,0.599766224063944,"No",19,0,49
"2189",2189,2.3960113960114,0.841689484573253,"No",18,0,49
"2190",2190,2.53220338983051,0.839995278162567,"No",10,0,49
"2191",2191,2.50526315789474,0.768062004366068,"No",12,0,49
"2192",2192,2.33766233766234,0.848687830308949,"No",19,0,50
"2193",2193,2.55980861244019,0.897385069629922,"No",17,0,49
"2194",2194,2.28735632183908,0.648810378432562,"No",14,0,50
"2195",2195,2.35838150289017,0.753983016050811,"No",12,0,50
"2196",2196,2.36744186046512,0.716860017824541,"No",22,0,50
"2197",2197,2.30566037735849,0.669241739158337,"No",17,0,50
"2198",2198,2.14285714285714,0.491131858967371,"No",18,0,49
"2199",2199,2.29953917050691,0.629263068100484,"No",14,0,50
"2200",2200,2.16524216524217,0.508263020818255,"No",20,0,46
"2201",2201,2.35277777777778,0.663822857496127,"No",22,0,50
"2202",2202,2.44600938967136,0.875852975032729,"No",18,0,42
"2203",2203,2.29770992366412,0.628730790971898,"No",11,0,50
"2204",2204,2.34897360703812,0.773593868144503,"No",22,0,46
"2205",2205,2.44545454545455,0.74743230033666,"No",21,0,46
"2206",2206,2.33507853403141,0.847767886002287,"No",11,0,46
"2207",2207,2.34583333333333,0.641310874208417,"No",21,0,47
"2208",2208,2.46531791907514,0.868254646125522,"No",22,0,47
"2209",2209,2.6171875,1.14411258290529,"No",13,0,50
"2210",2210,2.43951612903226,1.02418673559778,"No",16,0,47
"2211",2211,2.37005649717514,0.742331139639411,"No",17,0,45
"2212",2212,2.3125,0.802297209148903,"No",16,0,44
"2213",2213,2.73977695167286,1.29836922199772,"No",20,0,45
"2214",2214,2.36099585062241,0.840618227347812,"No",16,0,42
"2215",2215,2.20952380952381,0.521228546795921,"No",17,0,44
"2216",2216,2.24793388429752,0.543249661555992,"No",18,0,45
"2217",2217,2.52601156069364,0.931156282866301,"No",17,0,50
"2218",2218,2.41260744985673,0.806910752981811,"No",20,0,50
"2219",2219,2.35967302452316,0.702305261036945,"No",19,0,44
"2220",2220,2.34732824427481,0.591747622018646,"No",15,0,50
"2221",2221,2.30769230769231,0.558724676052145,"No",13,0,44
"2222",2222,2.344,0.659852727879456,"No",19,0,44
"2223",2223,2.36805555555556,0.730104548647035,"No",13,0,45
"2224",2224,2.29020979020979,0.589119436294208,"No",25,0,45
"2225",2225,2.29032258064516,0.590844296734436,"No",18,0,42
"2226",2226,2.31320754716981,0.612384106490541,"No",18,0,44
"2227",2227,2.5034965034965,0.733882976226284,"No",19,0,47
"2228",2228,2.21708185053381,0.602844469155062,"No",20,0,44
"2229",2229,2.32835820895522,0.678763839891378,"No",19,0,42
"2230",2230,2.30769230769231,0.717824138081654,"No",17,0,44
"2231",2231,2.59090909090909,1.07050176364826,"No",15,0,42
"2232",2232,2.3135593220339,0.891559976788215,"No",12,0,39
"2233",2233,2.65193370165746,1.32302646148984,"No",15,0,39
"2234",2234,2.65060240963855,1.17878150872702,"No",14,0,42
"2235",2235,2.67158671586716,1.22892789426571,"No",18,0,47
"2236",2236,2.42105263157895,0.776197020280178,"No",14,0,45
"2237",2237,2.32352941176471,0.699874115546725,"No",19,0,42
"2238",2238,2.2463768115942,0.609132689996847,"No",14,0,42
"2239",2239,2.33640552995392,0.851040747145876,"No",12,0,42
"2240",2240,2.54166666666667,1.14855824689548,"No",17,0,44
"2241",2241,2.26615969581749,0.674986065145322,"No",17,0,44
"2242",2242,2.27467811158798,0.588761854183205,"No",14,0,45
"2243",2243,2.22794117647059,0.588536389187511,"No",18,0,44
"2244",2244,2.16129032258065,0.437558666488137,"No",13,0,47
"2245",2245,2.3047619047619,0.604984234423229,"No",15,0,42
"2246",2246,2.21951219512195,0.587967002630587,"No",14,0,44
"2247",2247,2.14606741573034,0.598567747896169,"No",16,0,47
"2248",2248,2.47335423197492,1.14034573673178,"No",15,0,44
"2249",2249,2.30416666666667,0.668464277979347,"No",14,0,44
"2250",2250,2.27,0.56452942114356,"No",18,0,44
"2251",2251,2.34181818181818,0.724616915929167,"No",19,0,44
"2252",2252,2.28426395939086,0.589366740204903,"No",11,0,44
"2253",2253,2.27089337175792,0.585311593946304,"No",14,0,44
"2254",2254,2.23555555555556,0.769147126099618,"No",15,0,45
"2255",2255,2.17142857142857,0.436540178459478,"No",14,0,45
"2256",2256,2.27441860465116,0.636907328774479,"No",14,0,45
"2257",2257,2.21097046413502,0.622500006103223,"No",15,0,47
"2258",2258,2.25892857142857,0.661236323472739,"No",11,0,47
"2259",2259,2.26946107784431,0.530591213664582,"No",17,0,47
"2260",2260,2.14201183431953,0.515195963504661,"No",13,0,45
"2261",2261,2.2202380952381,0.562560391840917,"No",9,0,42
"2262",2262,2.31481481481481,0.594720271655749,"No",15,0,45
"2263",2263,2.29943502824859,0.727425189463528,"No",11,0,39
"2264",2264,2.33783783783784,0.607875024970293,"No",13,0,42
"2265",2265,2.25910931174089,0.622795311637372,"No",16,0,45
"2266",2266,2.12727272727273,0.456811153490177,"No",14,0,45
"2267",2267,2.34302325581395,0.687233746026944,"No",12,0,42
"2268",2268,2.47846889952153,0.882939556167588,"No",22,0,47
"2269",2269,2.24858757062147,0.517105948418781,"No",14,0,42
"2270",2270,2.57207207207207,1.19263738092679,"No",16,0,47
"2271",2271,2.17415730337079,0.473006513228443,"No",13,0,42
"2272",2272,2.15686274509804,0.599590961380979,"No",16,0,45
"2273",2273,2.1937984496124,0.469000256194043,"No",11,0,42
"2274",2274,2.19808306709265,0.619446738879552,"No",17,0,39
"2275",2275,2.26209677419355,0.648772461804622,"No",15,0,47
"2276",2276,2.25773195876289,0.514622463669477,"No",17,0,33
"2277",2277,2.19771863117871,0.551606367486412,"No",18,0,42
"2278",2278,2.26164874551971,0.508558555364112,"No",10,0,42
"2279",2279,2.36283185840708,0.943392901795593,"No",15,0,42
"2280",2280,2.17375886524823,0.48641990706461,"No",18,0,42
"2281",2281,2.18518518518519,0.642416074439621,"No",9,0,42
"2282",2282,2.30582524271845,0.668938036099148,"No",17,0,42
"2283",2283,2.25213675213675,0.556367478307424,"No",14,0,33
"2284",2284,2.1356783919598,0.57444168510062,"No",16,0,33
"2285",2285,2.27556818181818,0.740119891657733,"No",13,0,42
"2286",2286,2.29032258064516,0.662171223169136,"No",15,0,33
"2287",2287,2.34391534391534,0.912809267455515,"No",11,0,33
"2288",2288,2.35606060606061,0.823906818142768,"No",11,0,47
"2289",2289,2.35376044568245,0.808599768062997,"No",16,0,33
"2290",2290,2.18149466192171,0.54688655209674,"No",15,0,47
"2291",2291,2.15819209039548,0.591466885402718,"No",11,0,42
"2292",2292,2.19796954314721,0.619739855797225,"No",15,0,42
"2293",2293,2.79908675799087,1.23251033706441,"No",12,0,47
"2294",2294,2.47811447811448,0.930176792458759,"No",20,0,47
"2295",2295,2.11637931034483,0.404828853906643,"No",15,0,47
"2296",2296,2.33760683760684,0.656198768134081,"No",18,0,47
"2297",2297,2.31176470588235,0.830186656805255,"No",8,0,31
"2298",2298,2.27272727272727,0.567449215414867,"No",13,0,33
"2299",2299,2.26712328767123,0.559713916743826,"No",15,0,42
"2300",2300,2.37414965986395,0.587668767409193,"No",13,0,42
"2301",2301,2.37575757575758,0.710131516087287,"No",16,0,42
"2302",2302,2.4331797235023,0.736863680262953,"No",20,0,33
"2303",2303,2.65137614678899,1.03288015542234,"No",16,0,33
"2304",2304,2.37966101694915,0.768154352451015,"No",14,0,33
"2305",2305,2.4228855721393,0.703756798788329,"No",13,0,33
"2306",2306,2.1953125,0.602600581338851,"No",11,0,42
"2307",2307,2.18217054263566,0.573194965833192,"No",9,0,42
"2308",2308,2.2,0.485297865945842,"No",11,0,42
"2309",2309,2.29203539823009,0.561907083212473,"No",10,0,42
"2310",2310,2.21900826446281,0.512873938000327,"No",15,0,42
"2311",2311,2.28413284132841,0.618006865650801,"No",22,0,42
"2312",2312,2.28421052631579,0.798982923508333,"No",19,0,33
"2313",2313,2.41732283464567,0.923483222887551,"No",16,0,42
"2314",2314,2.69285714285714,1.14470217172676,"No",14,0,42
"2315",2315,2.26865671641791,0.676359879477756,"No",13,0,42
"2316",2316,2.55263157894737,1.15866409395547,"No",15,0,42
"2317",2317,2.69776119402985,1.13592783557189,"No",16,0,42
"2318",2318,2.4304347826087,0.777373689937292,"No",12,0,42
"2319",2319,2.20229007633588,0.480575269716232,"No",17,0,33
"2320",2320,2.71974522292994,0.897535049701,"No",13,0,47
"2321",2321,2.3015873015873,0.514727379864889,"No",10,0,42
"2322",2322,2.9468085106383,1.4544482845395,"No",12,0,33
"2323",2323,2.6268115942029,0.862473386578389,"No",21,0,42
"2324",2324,2.33057851239669,0.655502464802455,"No",17,0,42
"2325",2325,2.67455621301775,1.39961855287342,"No",11,0,33
"2326",2326,2.30877192982456,0.932262260929269,"No",14,0,47
"2327",2327,2.33333333333333,0.697644297950014,"No",16,0,42
"2328",2328,2.27046263345196,0.61946070974694,"No",19,0,33
"2329",2329,2.31692307692308,0.648733150728943,"No",18,0,31
"2330",2330,2.45555555555556,0.824726307348212,"No",13,0,33
"2331",2331,2.15151515151515,0.525055869339224,"No",17,0,33
"2332",2332,2.37808219178082,0.857777375659317,"No",14,0,47
"2333",2333,2.4780701754386,0.887729249108824,"No",15,0,47
"2334",2334,2.3855421686747,0.73777114153863,"No",13,0,42
"2335",2335,2.1931330472103,0.542619019502255,"No",13,0,42
"2336",2336,2.4304932735426,0.737272321673547,"No",14,0,42
"2337",2337,2.21698113207547,0.561735430295426,"No",23,0,33
"2338",2338,2.1504854368932,0.443571708703893,"No",17,0,33
"2339",2339,2.43333333333333,0.608138472911094,"No",15,0,31
"2340",2340,2.36312849162011,0.724361974370552,"No",15,0,42
"2341",2341,2.45365853658537,0.848325213078632,"No",15,0,42
"2342",2342,2.27777777777778,0.70951675706335,"No",13,0,42
"2343",2343,2.52261306532663,0.757615348440138,"No",15,0,47
"2344",2344,2.13125,0.436133310068084,"No",11,0,31
"2345",2345,2.48936170212766,0.875189948987367,"No",13,0,33
"2346",2346,2.24803149606299,0.560117208753334,"No",16,0,42
"2347",2347,2.1889400921659,0.457719064235702,"No",16,0,42
